Time_Peltier_On;T1;T2
04:57.4;-11.006;-11.208
04:57.6;-10.712;-10.926
04:57.8;-10.445;-10.687
04:58.0;-10.177;-10.396
04:58.2;-9.97;-10.192
04:58.4;-9.679;-9.93
04:58.6;-9.438;-9.677
04:58.8;-9.163;-9.418
04:59.0;-8.943;-9.165
04:59.2;-8.736;-8.978
04:59.4;-8.498;-8.748
04:59.6;-8.257;-8.487
04:59.8;-8.022;-8.258
05:00.0;-7.841;-8.074
05:00.2;-7.617;-7.836
05:00.4;-7.396;-7.615
05:00.6;-7.189;-7.399
05:00.8;-6.945;-7.175
05:01.0;-6.789;-7.005
05:01.2;-6.548;-6.796
05:01.4;-6.37;-6.586
05:01.6;-6.149;-6.371
05:01.8;-6.002;-6.203
05:02.0;-5.795;-6.028
05:02.2;-5.613;-5.835
05:02.4;-5.404;-5.639
05:02.6;-5.234;-5.435
05:02.8;-5.092;-5.305
05:03.0;-4.888;-5.11
05:03.2;-4.732;-4.959
05:03.4;-4.562;-4.764
05:03.6;-4.432;-4.625
05:03.8;-4.247;-4.444
05:04.0;-4.089;-4.288
05:04.2;-3.924;-4.132
05:04.4;-3.76;-3.979
05:04.6;-3.661;-3.831
05:04.8;-3.502;-3.69
05:05.0;-3.36;-3.551
05:05.2;-3.244;-3.37
05:05.4;-3.06;-3.256
05:05.6;-2.964;-3.143
05:05.8;-2.833;-3.001
05:06.0;-2.677;-2.868
05:06.2;-2.578;-2.766
